id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1
13560245|M|27|160|1|-1|1|-1|0|0|0|0|3|1|0|0|27.0|1|0|1|0|0|0|0
3384952|M|31|165|3|-1|1|-1|1|1|0|0|0|0|0|0|30.0|3|0|0|0|0|0|0
2647158|M|33|165|3|-1|1|0|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|0|0|0
14135047|M|31|163|3|-1|1|-1|0|2|0|3|1|1|1|0|28.0|2|0|1|0|0|0|1
27405014|M|25|158|3|-1|1|-1|1|-1|0|5|3|0|0|1|-1.0|1|-1|1|0|0|0|0
1547744|M|32|168|2|-1|1|-1|0|1|0|5|3|0|0|0|31.5|3|1|1|0|0|0|1
25194842|M|42|163|2|-1|1|0|0|0|0|5|1|1|-1|0|-1.0|1|-1|-1|1|1|1|1
12316207|M|33|160|2|0|1|-1|0|0|0|5|1|-1|1|0|28.0|2|-1|1|0|0|0|1
2076901|M|34|165|4|0|1|-1|0|0|0|0|0|0|0|0|26.5|3|-1|1|0|0|0|0
35272207|M|23|158|1|-1|1|-1|0|1|0|5|1|-1|1|-1|25.0|1|-1|1|0|0|0|0
55858131|M|23|160|2|1|0|-1|0|0|0|0|-1|0|1|0|-1.0|3|-1|-1|0|0|1|1
1437028|M|30|170|2|-1|1|-1|0|1|0|0|0|0|0|0|31.0|0|0|0|0|0|0|0
3971741|M|29|170|2|0|1|-1|0|-1|0|0|1|0|0|1|25.0|3|1|1|0|0|0|0
32784593|M|24|160|2|-1|1|-1|0|-1|0|5|1|0|1|1|21.5|3|1|0|0|0|0|0
83559062|M|36|160|3|0|1|-1|0|1|0|5|0|1|1|-1|30.0|4|0|-1|1|0|0|1
31214301|M|24|160|1|-1|0|0|0|0|0|2|1|0|1|0|-1.0|0|0|0|0|0|0|0
16877909|M|27|160|2|0|1|-1|0|1|0|2|1|1|0|-1|29.0|3|-1|1|0|0|0|0
4150686|M|31|164|2|0|1|-1|0|0|0|5|0|-1|0|0|27.0|2|-1|1|0|0|0|0
14430745|M|30|157|2|-1|1|-1|0|0|0|2|1|0|1|1|22.5|3|0|0|0|0|0|0
21342249|M|30|155|1|0|1|0|0|0|0|3|1|0|0|0|21.5|3|1|0|1|1|0|0
15158079|M|38|164|2|0|1|0|0|-1|0|0|3|0|1|0|25.5|3|1|0|0|0|1|0
17620055|M|40|163|1|-1|1|-1|0|-1|0|5|1|1|0|0|26.0|3|0|-1|1|0|0|1
7930556|M|27|166|3|-1|1|-1|0|0|0|3|1|1|0|0|25.5|3|0|0|0|0|0|0
5093515|M|29|160|2|0|0|-1|0|0|0|2|3|1|0|0|22.5|2|0|0|0|0|0|1
24270137|M|32|163|2|-1|1|0|0|0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|0
39219801|M|27|160|2|0|1|-1|0|0|0|3|3|0|1|0|27.5|3|0|1|0|0|0|0
14257041|M|27|166|2|0|1|-1|0|0|0|3|3|0|1|1|26.0|1|1|0|0|0|0|0
1307741|M|33|158|3|-1|1|-1|0|0|0|5|3|1|1|0|24.5|3|1|0|0|0|0|0
1563600|M|34|160|3|1|1|-1|0|0|0|0|0|0|0|0|24.5|0|0|0|0|0|0|0
1750882|M|27|160|2|-1|0|-1|1|0|0|3|0|0|1|1|23.0|3|1|0|0|0|0|0
11545136|M|31|160|2|0|1|-1|1|0|0|5|3|1|1|0|25.0|3|0|-1|0|0|0|0
13689609|M|29|160|3|0|1|1|0|0|0|5|1|1|1|-1|24.5|1|0|-1|0|0|0|0
38422295|M|29|161|2|0|0|1|0|0|0|2|1|0|1|0|22.5|1|-1|-1|0|0|0|0
18643682|M|29|167|3|0|1|-1|0|-1|0|5|1|-1|1|-1|25.0|1|0|-1|0|0|0|1
4243003|M|26|160|2|-1|1|-1|0|0|0|5|3|-1|1|1|22.5|0|0|0|0|0|0|0
15015004|M|29|160|1|0|0|0|0|0|0|0|0|0|0|0|24.0|3|0|1|0|0|0|0
1490090|M|36|150|3|-1|1|-1|0|0|0|0|0|0|0|0|24.0|2|1|0|0|0|0|0
1313014|M|37|168|2|-1|1|-1|0|0|0|0|0|0|0|0|32.5|0|0|0|1|0|0|0
1618208|M|35|158|2|-1|1|-1|0|0|0|2|3|1|1|1|26.0|4|0|-1|0|0|0|1
79521002|M|29|163|2|0|1|0|0|0|0|5|0|0|0|0|29.0|3|0|1|0|0|0|0
4951421|M|31|158|3|0|1|-1|0|0|0|5|3|1|1|1|23.0|4|0|-1|0|0|0|0
11745172|M|25|168|2|-1|1|0|0|0|0|5|1|-1|1|0|30.0|3|-1|1|0|0|0|0
4774063|M|33|158|3|0|1|-1|0|0|0|2|1|1|1|0|21.5|0|0|0|0|0|1|0
1962497|M|37|160|2|1|1|-1|1|-1|0|0|0|1|0|0|24.5|3|1|0|0|0|0|0
57949650|M|34|160|1|-1|0|-1|0|-1|0|1|3|-1|1|0|22.5|1|0|1|0|0|0|0
2895286|M|31|162|2|0|1|-1|0|1|0|5|3|1|1|0|27.5|1|0|0|0|0|0|1
20501679|M|31|160|3|0|1|0|0|0|0|0|0|1|0|0|-1.0|0|0|0|0|0|0|0
15559007|M|27|167|3|0|1|-1|0|0|0|3|1|0|1|0|-1.0|3|-1|1|0|0|0|0
20662882|M|37|160|3|0|1|-1|0|0|0|5|3|1|0|1|-1.0|0|0|0|1|1|0|1
16552089|M|33|161|3|0|1|0|0|0|0|3|0|0|0|0|25.0|2|0|1|1|1|1|0
2538455|M|34|161|5|1|1|-1|1|0|0|5|3|0|1|0|23.5|0|0|0|1|0|0|1
22615753|M|32|160|2|-1|1|-1|0|0|1|3|1|0|1|0|24.0|1|-1|-1|0|0|0|1
2311540|M|30|165|3|1|0|-1|0|-1|0|5|0|0|1|-1|22.5|0|0|0|0|0|0|1
23476032|M|27|160|3|-1|1|-1|0|0|0|5|3|1|1|1|25.0|3|1|0|0|0|0|1
5009326|M|28|161|3|0|0|-1|1|1|0|5|3|1|1|0|27.5|0|0|0|0|0|0|1
21467616|M|28|165|3|0|1|-1|0|0|0|5|1|0|1|-1|22.5|0|0|0|0|0|0|0
7562409|M|33|163|3|0|1|-1|0|-1|1|5|1|0|1|1|25.0|3|1|0|0|0|1|0
1984087|M|37|164|3|0|1|-1|0|-1|0|2|3|0|1|0|25.0|4|0|-1|0|0|1|0
4487332|M|32|160|2|0|1|-1|0|-1|0|5|1|0|-1|-1|24.5|0|0|0|1|1|1|0
25250521|M|31|161|2|0|1|-1|0|1|0|5|3|0|0|0|30.0|0|0|0|0|0|0|1
2004250|M|30|160|2|-1|1|-1|0|0|0|3|3|0|1|0|21.5|4|0|-1|0|0|0|0
20551050|M|41|160|2|0|1|1|1|0|0|3|1|1|1|1|25.5|4|0|-1|1|1|0|1
11588250|M|32|159|1|-1|1|-1|0|-1|0|0|1|1|0|0|23.5|0|0|0|0|0|0|0
83977981|M|25|170|3|0|1|-1|0|0|0|5|0|0|1|0|-1.0|1|1|1|0|0|0|0
4452707|M|31|168|5|0|1|-1|0|-1|0|5|3|1|1|0|26.0|0|0|0|0|0|0|0
12305526|M|35|168|3|1|1|1|1|0|0|0|1|-1|0|0|-1.0|4|0|-1|0|0|0|0
66919267|M|23|166|1|0|1|-1|0|0|0|5|3|-1|1|0|26.0|2|1|0|0|0|0|0
4073256|M|34|155|3|0|0|-1|0|0|0|0|0|0|0|0|23.0|1|0|0|0|0|0|0
13507841|M|32|160|2|-1|0|0|0|0|0|0|0|0|0|0|22.5|1|0|0|0|0|0|0
16091687|M|32|165|1|-1|1|0|0|0|0|0|3|1|0|0|34.0|1|0|-1|0|0|0|0
30898521|M|29|155|3|0|0|-1|0|1|0|5|0|-1|1|-1|-1.0|1|0|0|0|0|1|0
18188314|M|31|155|2|-1|1|-1|0|0|0|3|1|0|1|0|21.0|1|-1|-1|0|0|0|0
3180773|M|30|160|5|-1|1|0|0|0|0|0|3|0|1|0|24.0|0|0|0|0|0|0|0
29582328|M|32|160|3|0|0|0|0|0|1|2|0|1|1|1|-1.0|3|0|1|0|0|0|0
33968612|M|23|160|2|-1|0|0|0|-1|0|0|0|-1|1|0|-1.0|3|0|0|0|0|0|0
1525212|M|33|170|3|0|1|-1|0|0|1|5|3|1|1|-1|28.0|0|0|0|0|0|1|0
8723652|M|41|157|5|0|1|-1|0|0|0|5|3|0|1|0|23.5|3|1|0|0|0|1|0
2190769|M|31|155|2|-1|1|-1|0|1|0|5|3|1|1|0|27.5|0|0|0|0|0|0|0
3476787|M|31|160|2|0|1|1|0|0|0|0|0|0|0|0|23.0|0|0|0|0|0|0|0
12512133|M|31|152|3|-1|1|0|0|0|0|0|1|0|0|0|50.0|0|0|0|0|0|0|0
27806221|M|25|158|3|0|0|-1|0|0|0|5|3|-1|0|0|-1.0|1|-1|-1|0|0|0|0
7262900|M|28|158|2|0|1|0|0|0|0|5|3|1|0|-1|22.5|0|0|0|0|0|0|0
3379419|M|28|170|3|1|1|-1|1|-1|0|5|1|0|1|-1|27.5|0|0|0|0|0|0|0
3890100|M|29|168|3|-1|1|-1|0|0|0|2|3|0|0|0|27.5|3|0|1|0|0|0|0
5239817|M|29|158|3|1|1|-1|1|-1|0|5|3|0|0|-1|24.0|0|0|0|0|0|0|1
20253919|M|40|167|2|0|0|-1|0|0|0|5|0|-1|0|1|29.5|1|-1|-1|0|0|0|0
22713629|M|27|165|2|0|1|-1|0|0|0|5|3|-1|1|0|-1.0|0|0|0|0|0|0|1
1803970|M|34|167|2|0|1|-1|0|-1|0|5|1|1|0|1|28.0|3|0|0|0|0|0|1
19514854|M|36|158|2|0|1|-1|0|-1|0|2|3|1|1|1|23.0|4|0|-1|0|0|0|0
51179504|M|26|164|2|-1|0|-1|0|1|0|5|1|0|0|0|27.5|3|1|1|0|0|0|1
31507214|M|28|160|2|0|1|-1|0|0|1|5|1|-1|1|0|26.0|3|1|0|0|0|1|0
1096411|M|39|164|3|0|1|-1|1|0|0|0|3|0|0|0|-1.0|4|1|0|0|0|0|0
1403402|M|34|160|2|-1|1|-1|0|0|0|0|0|0|0|0|22.5|3|1|0|0|0|0|0
5119766|M|28|167|2|-1|1|-1|0|0|1|5|3|0|1|-1|25.0|4|0|-1|0|0|1|0
28548681|M|29|155|2|0|1|-1|0|0|0|5|1|0|1|0|23.0|3|0|0|0|0|0|0
4811032|M|33|158|3|0|1|0|0|0|0|3|1|1|1|0|26.0|3|0|-1|0|0|1|0
20681286|M|39|162|3|1|1|0|0|-1|0|5|3|1|0|0|24.0|3|1|0|1|1|1|0
22441053|M|26|155|1|-1|1|-1|0|0|0|5|1|0|0|1|25.0|4|0|-1|0|0|0|0
14080798|M|32|160|2|-1|1|-1|0|-1|0|3|3|0|1|0|23.0|3|1|0|1|0|1|0
3599929|M|36|168|2|1|1|-1|0|-1|1|5|3|0|1|0|27.5|3|0|1|0|0|0|0
4535152|M|32|155|3|1|1|-1|0|0|0|3|1|0|1|0|25.0|4|0|-1|0|0|0|1
1315660|M|35|162|3|-1|1|0|0|0|0|0|0|0|0|0|24.0|4|0|-1|0|0|0|1
25518761|M|31|161|3|1|1|1|1|0|0|3|-1|-1|0|0|-1.0|0|0|0|0|0|0|1
3986617|M|34|169|3|2|0|1|1|-1|0|5|3|0|1|0|29.0|0|0|0|0|0|0|0
1227957|M|36|164|5|0|1|-1|1|0|0|0|0|0|0|0|26.5|3|1|0|0|0|0|0
14399375|M|28|165|5|-1|1|0|0|0|0|5|0|1|1|0|23.5|0|0|0|0|0|1|0
26342532|M|27|164|3|0|1|-1|0|0|0|3|3|1|1|0|26.5|0|0|0|0|0|0|0
29525450|M|30|155|5|1|1|-1|0|-1|0|5|1|0|1|0|20.5|0|0|0|0|0|0|0
33882391|M|29|164|3|0|1|-1|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|0|1|0
5290822|M|30|162|1|0|1|-1|0|0|0|2|3|1|1|0|23.0|0|0|0|0|0|0|0
21828798|M|42|163|3|1|0|0|0|0|0|0|0|0|0|0|-1.0|3|1|0|1|0|0|0
11777409|M|35|160|1|-1|1|0|0|0|1|5|1|1|1|1|28.0|0|0|0|0|0|0|0
27954569|M|26|160|2|0|1|1|1|0|0|5|1|0|0|0|22.5|0|0|0|0|0|0|0
3470053|M|34|158|3|-1|1|-1|0|0|0|5|3|1|1|1|22.5|4|0|-1|0|0|0|0
106395895|M|22|170|2|0|1|-1|0|0|0|0|0|0|0|0|-1.0|3|0|0|0|0|0|0
2247507|M|29|160|1|-1|1|-1|0|0|0|5|0|0|1|1|23.0|4|0|-1|0|0|0|0
1574830|M|33|168|3|-1|1|-1|0|-1|0|2|-1|1|0|-1|24.0|3|0|0|0|0|0|0
3829857|M|36|163|3|0|1|-1|0|-1|1|5|1|-1|1|-1|23.5|3|1|1|0|0|0|0
22832721|M|33|166|2|-1|1|0|0|0|0|0|0|1|0|0|30.0|2|1|0|1|1|0|1
103518909|M|23|161|3|0|1|-1|0|-1|0|3|1|1|1|0|22.5|3|1|0|0|0|0|0
12144857|M|26|150|1|-1|1|-1|0|1|1|2|-4|-1|1|0|22.5|0|0|0|0|0|0|0
9400895|M|31|161|2|-1|1|-1|0|0|0|3|1|-1|1|1|27.5|1|0|-1|0|0|0|0
21903841|M|27|157|1|-1|1|-1|0|1|0|3|3|1|1|1|59.0|3|-1|-1|0|0|0|0
14990506|M|29|160|1|-1|1|-1|0|0|0|3|1|0|1|0|25.0|3|-1|-1|0|0|0|0
24711713|M|30|157|3|0|1|-1|0|0|0|5|3|0|1|0|26.0|2|1|0|0|0|1|0
19117433|M|24|155|1|-1|1|-1|0|0|0|5|3|1|1|1|-1.0|1|1|0|0|0|0|0
4935719|M|35|165|3|1|1|1|1|0|0|5|0|0|1|0|26.0|3|1|0|0|0|0|0
1755983|M|32|170|3|0|1|-1|0|-1|0|0|0|0|1|0|26.0|0|0|0|0|0|0|0
30317936|M|26|162|3|-1|1|-1|0|0|0|2|3|1|1|1|30.0|1|0|1|0|0|1|1
26013777|M|28|155|1|0|1|-1|0|0|0|3|1|-1|1|0|23.0|4|0|-1|0|0|0|0
17691972|M|33|168|2|0|1|-1|0|-1|0|5|3|0|0|0|26.5|4|0|-1|0|0|0|0
22557256|M|33|168|2|1|0|0|0|0|0|0|0|0|0|0|30.0|0|0|0|0|0|0|0
13725941|M|33|168|3|0|1|0|0|1|0|5|0|1|0|0|27.5|3|0|0|0|0|0|1
25508375|M|27|168|2|0|1|-1|0|0|0|5|0|0|0|0|-1.0|3|-1|1|0|0|0|0
27173808|M|26|162|1|-1|1|-1|0|0|0|5|3|0|0|0|24.5|3|0|-1|0|0|0|0
15700167|M|38|155|1|-1|1|-1|0|0|0|5|1|-1|0|0|21.5|1|0|0|1|0|0|0
58282074|M|40|158|1|0|1|-1|0|0|1|3|3|1|-1|0|27.5|0|0|0|1|1|0|1
11602242|M|37|160|2|-1|1|-1|0|0|0|5|1|0|1|1|25.0|3|-1|1|0|0|0|0
13166674|M|30|170|3|-1|0|0|0|0|0|2|1|0|1|1|-1.0|3|0|0|0|0|0|1
39078402|M|29|168|2|0|1|0|0|-1|0|5|0|0|1|0|24.0|3|1|0|0|0|0|1
20968260|M|28|165|3|-1|1|-1|0|0|0|3|1|1|1|1|27.5|3|0|0|0|0|0|0
3387900|M|31|166|3|1|1|1|0|-1|0|0|0|0|0|0|23.0|0|0|0|0|0|0|0
17083661|M|34|167|3|-1|1|0|0|0|0|5|0|0|1|1|-1.0|0|0|0|0|0|0|0
4753323|M|35|174|2|0|1|1|0|-1|0|5|1|0|1|0|17.666666666666668|3|1|0|0|0|0|0
14260829|M|47|160|2|0|0|1|1|1|0|3|1|0|0|1|29.0|4|0|-1|1|0|0|1
4523189|M|35|167|3|0|1|-1|0|0|1|5|3|0|1|1|26.0|3|1|1|0|0|0|0
1136831|M|31|168|3|0|1|-1|1|-1|0|0|0|0|0|0|26.0|3|0|1|0|0|0|0
3489288|M|35|155|4|0|1|0|1|0|0|0|0|0|0|0|22.0|3|1|0|0|0|0|0
3344700|M|32|168|2|-1|1|-1|0|0|0|0|0|0|1|1|26.5|3|1|1|0|0|0|0
34920095|M|24|160|1|-1|1|-1|0|0|0|5|1|0|1|0|21.0|1|0|-1|1|0|1|0
16220974|M|28|165|3|0|1|-1|0|0|0|0|3|0|1|0|26.0|4|0|-1|0|0|0|0
11565519|M|27|160|2|-1|1|-1|0|0|0|5|1|0|1|1|23.0|4|0|-1|0|0|0|0
1455496|M|32|165|5|0|1|-1|0|0|0|0|1|-1|0|-1|32.5|0|0|0|0|0|0|0
1310353|M|39|155|3|1|1|1|1|0|0|5|1|1|0|0|24.0|3|-1|-1|1|0|0|1
111231333|M|19|162|1|0|1|0|0|0|0|5|3|1|0|0|26.5|3|1|0|0|0|0|0
20267532|M|32|162|1|-1|0|-1|0|0|1|5|1|0|1|0|27.5|4|0|-1|1|1|1|0
1099804|M|30|157|1|1|0|0|0|1|1|0|-5|-4|0|1|50.0|0|0|0|1|1|0|0
14171498|M|31|160|2|-1|1|-1|0|1|0|3|1|1|0|1|27.5|0|0|0|0|0|1|0
25722155|M|25|160|2|-1|1|-1|0|0|0|3|3|0|1|1|23.0|3|1|0|0|0|0|0
1483250|M|49|170|5|1|1|-1|1|0|0|0|0|0|0|1|34.0|4|0|-1|1|1|0|0
1441862|M|32|162|3|-1|1|-1|0||0|0|0|0|0|0|26.5|4|0|1|0|0|0|0
13157946|M|34|152|1|-1|1|-1|0|0|0|3|3|0|1|1|22.5|1|0|-1|0|0|0|0
11767634|M|35|160|1|-1|1|1|1|0|0|2|1|0|1|-1|24.0|3|1|1|0|0|0|0
15164660|M|31|155|3|0|1|-1|0|0|0|0|3|1|1|0|-1.0|0|0|0|0|0|0|1
1153226|M|31|161|5|-1|1|-1|0|0|0|0|0|0|0|0|24.5|0|0|0|0|0|0|0
5347912|M|32|162|2|-1|1|-1|0|1|0|0|-1|1|0|0|-1.0|3|0|0|0|0|0|0
28808779|M|27|170|2|-1|1|-1|0|-1|0|5|3|-1|1|0|25.0|1|0|1|0|0|0|0
28995338|M|26|158|1|-1|0|-1|0|0|0|5|1|1|1|1|25.0|3|0|-1|0|0|0|1
27008066|M|29|165|2|0|1|-1|0|0|0|5|3|1|1|0|-1.0|1|0|0|0|0|0|0
2771802|M|29|163|3|1|1|-1|0|1|0|3|1|0|1|0|26.5|0|0|0|0|0|0|0
50291331|M|22|166|3|-1|1|-1|0|0|0|0|0|0|0|0|-1.0|3|1|0|0|0|0|0
28859125|M|27|164|3|0|0|-1|0|0|0|5|1|0|1|0|24.0|1|-1|-1|0|0|0|1
13650781|M|29|167|3|0|1|0|0|0|0|0|3|1|1|0|27.5|0|0|0|0|0|0|0
2269966|M|28|163|2|0|1|-1|0|0|0|0|0|0|0|0|25.0|4|0|-1|0|0|0|0
15382353|M|34|170|2|-1|1|1|1|-1|0|5|1|1|1|0|55.0|2|1|0|1|1|1|1
2309525|M|32|160|2|-1|1|-1|0|1|0|3|3|1|1|0|25.0|4|0|-1|0|0|0|0
17934060|M|31|160|2|-1|1|-1|0|-1|0|3|1|0|1|1|21.0|1|0|-1|0|0|0|1
1722978|M|36|168|3|0|1|-1|0|-1|0|0|0|0|0|0|26.5|2|-1|1|1|0|0|0
14233921|M|52|169|2|-1|1|0|1|-1|0|5|3|0|0|0|29.0|1|1|0|1|1|1|0
5041468|M|39|163|1|0|1|-1|1|0|0|0|0|0|0|0|31.0|1|0|0|1|1|0|0
3541460|M|27|160|2|-1|1|-1|0|0|0|3|1|1|0|0|24.5|0|0|0|0|0|1|0
24606594|M|29|160|3|0|1|0|0|0|0|5|1|1|0|0|23.5|3|-1|1|0|0|0|0
12023166|M|29|164|5|-1|1|-1|0|-1|0|5|3|0|1|0|23.0|3|-1|-1|0|0|0|1
22460787|M|43|160|2|-1|1|0|0|0|0|5|3|1|0|0|29.0|2|1|0|1|1|0|1
1065056|M|27|160|1|0|1|-1|0|1|0|5|1|-1|1|1|25.0|4|0|-1|0|0|0|0
3552532|M|37|165|3|0|1|-1|0|1|0|3|1|-1|1|1|31.5|3|0|-1|0|0|1|0
14246945|M|42|161|2|0|1|0|1|0|0|5|3|0|0|0|29.0|1|0|0|1|1|0|1
51417334|M|26|168|3|0|1|-1|0|0|0|5|1|0|0|0|25.0|0|0|0|1|0|0|0
2529158|M|39|165|2|0|1|-1|0|0|0|3|3|1|1|0|30.0|3|1|0|1|0|0|0
1809637|M|37|158|3|-1|1|-1|0|0|0|0|0|0|0|0|23.5|3|1|0|0|0|0|0
41260221|M|28|160|3|0|0|0|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|0|0|0
30741033|M|28|160|1|-1|0|-1|0|-1|0|5|3|1|0|1|22.5|3|1|0|0|0|0|0
2692614|M|35|165|2|0|1|-1|0|1|0|3|0|0|0|0|33.0|0|0|0|0|0|0|0
4659348|M|30|165|1|0|1|-1|0|1|0|5|1|-1|1|0|35.0|1|0|-1|0|0|1|1
19102006|M|26|158|2|0|1|1|0|-1|0|5|1|0|1|1|24.0|2|1|0|0|0|0|0
3113734|M|31|163|3|0|1|0|0|0|0|0|0|0|0|0|-1.0|3|0|-1|0|0|0|0
60447011|M|24|158|3|1|1|-1|0|0|0|2|3|-1|1|0|22.5|3|-1|-1|0|0|1|0
18608044|M|32|168|3|0|1|-1|0|-1|0|5|3|1|1|0|24.0|0|0|0|1|0|0|1
108816121|M|23|165|2|1|1|-1|0|0|0|2|3|0|1|0|25.0|0|0|0|0|0|0|0
54743016|M|23|160|2|-1|1|-1|0|0|0|5|3|0|0|-1|24.5|1|-1|-1|0|0|0|0
52210905|M|24|163|2|0|1|-1|1|-1|0|5|0|0|1|-1|24.0|1|1|1|0|0|0|0
