id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1|cluster
3476787|M|31|160|2|0.0|1|1|0|0.0|0|0.0|0|0|0|0|23.0|0|0|0|0|0|0|0|3
12512133|M|31|152|3|-1.0|1|0|0|0.0|0|0.0|1|0|0|0|50.0|0|0|0|0|0|0|0|3
27806221|M|25|158|3|0.0|0|-1|0|0.0|0|5.0|3|-1|0|0|-1.0|1|-1|-1|0|0|0|0|4
7262900|M|28|158|2|0.0|1|0|0|0.0|0|5.0|3|1|0|-1|22.5|0|0|0|0|0|0|0|5
3379419|M|28|170|3|1.0|1|-1|1|-1.0|0|5.0|1|0|1|-1|27.5|0|0|0|0|0|0|0|1
3890100|M|29|168|3|-1.0|1|-1|0|0.0|0|2.0|3|0|0|0|27.5|3|0|1|0|0|0|0|5
5239817|M|29|158|3|1.0|1|-1|1|-1.0|0|5.0|3|0|0|-1|24.0|0|0|0|0|0|0|1|1
20253919|M|40|167|2|0.0|0|-1|0|0.0|0|5.0|0|-1|0|1|29.5|1|-1|-1|0|0|0|0|4
22713629|M|27|165|2|0.0|1|-1|0|0.0|0|5.0|3|-1|1|0|-1.0|0|0|0|0|0|0|1|5
1803970|M|34|167|2|0.0|1|-1|0|-1.0|0|5.0|1|1|0|1|28.0|3|0|0|0|0|0|1|5
19514854|M|36|158|2|0.0|1|-1|0|-1.0|0|2.0|3|1|1|1|23.0|4|0|-1|0|0|0|0|4
51179504|M|26|164|2|-1.0|0|-1|0|1.0|0|5.0|1|0|0|0|27.5|3|1|1|0|0|0|1|5
31507214|M|28|160|2|0.0|1|-1|0|0.0|1|5.0|1|-1|1|0|26.0|3|1|0|0|0|1|0|0
1096411|M|39|164|3|0.0|1|-1|1|0.0|0|0.0|3|0|0|0|-1.0|4|1|0|0|0|0|0|1
1403402|M|34|160|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|22.5|3|1|0|0|0|0|0|3
5119766|M|28|167|2|-1.0|1|-1|0|0.0|1|5.0|3|0|1|-1|25.0|4|0|-1|0|0|1|0|0
28548681|M|29|155|2|0.0|1|-1|0|0.0|0|5.0|1|0|1|0|23.0|3|0|0|0|0|0|0|4
4811032|M|33|158|3|0.0|1|0|0|0.0|0|3.0|1|1|1|0|26.0|3|0|-1|0|0|1|0|4
20681286|M|39|162|3|1.0|1|0|0|-1.0|0|5.0|3|1|0|0|24.0|3|1|0|1|1|1|0|2
22441053|M|26|155|1|-1.0|1|-1|0|0.0|0|5.0|1|0|0|1|25.0|4|0|-1|0|0|0|0|4
14080798|M|32|160|2|-1.0|1|-1|0|-1.0|0|3.0|3|0|1|0|23.0|3|1|0|1|0|1|0|5
3599929|M|36|168|2|1.0|1|-1|0|-1.0|1|5.0|3|0|1|0|27.5|3|0|1|0|0|0|0|0
4535152|M|32|155|3|1.0|1|-1|0|0.0|0|3.0|1|0|1|0|25.0|4|0|-1|0|0|0|1|4
1315660|M|35|162|3|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|24.0|4|0|-1|0|0|0|1|3
25518761|M|31|161|3|1.0|1|1|1|0.0|0|3.0|-1|-1|0|0|-1.0|0|0|0|0|0|0|1|1
3986617|M|34|169|3|2.0|0|1|1|-1.0|0|5.0|3|0|1|0|29.0|0|0|0|0|0|0|0|1
1227957|M|36|164|5|0.0|1|-1|1|0.0|0|0.0|0|0|0|0|26.5|3|1|0|0|0|0|0|1
14399375|M|28|165|5|-1.0|1|0|0|0.0|0|5.0|0|1|1|0|23.5|0|0|0|0|0|1|0|5
26342532|M|27|164|3|0.0|1|-1|0|0.0|0|3.0|3|1|1|0|26.5|0|0|0|0|0|0|0|5
29525450|M|30|155|5|1.0|1|-1|0|-1.0|0|5.0|1|0|1|0|20.5|0|0|0|0|0|0|0|5
33882391|M|29|164|3|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|1|0|3
5290822|M|30|162|1|0.0|1|-1|0|0.0|0|2.0|3|1|1|0|23.0|0|0|0|0|0|0|0|5
21828798|M|42|163|3|1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|1|0|1|0|0|0|3
11777409|M|35|160|1|-1.0|1|0|0|0.0|1|5.0|1|1|1|1|28.0|0|0|0|0|0|0|0|0
27954569|M|26|160|2|0.0|1|1|1|0.0|0|5.0|1|0|0|0|22.5|0|0|0|0|0|0|0|1
3470053|M|34|158|3|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|22.5|4|0|-1|0|0|0|0|4
106395895|M|22|170|2|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|-1.0|3|0|0|0|0|0|0|3
2247507|M|29|160|1|-1.0|1|-1|0|0.0|0|5.0|0|0|1|1|23.0|4|0|-1|0|0|0|0|4
1574830|M|33|168|3|-1.0|1|-1|0|-1.0|0|2.0|-1|1|0|-1|24.0|3|0|0|0|0|0|0|3
3829857|M|36|163|3|0.0|1|-1|0|-1.0|1|5.0|1|-1|1|-1|23.5|3|1|1|0|0|0|0|0
22832721|M|33|166|2|-1.0|1|0|0|0.0|0|0.0|0|1|0|0|30.0|2|1|0|1|1|0|1|2
103518909|M|23|161|3|0.0|1|-1|0|-1.0|0|3.0|1|1|1|0|22.5|3|1|0|0|0|0|0|5
12144857|M|26|150|1|-1.0|1|-1|0|1.0|1|2.0|-4|-1|1|0|22.5|0|0|0|0|0|0|0|0
9400895|M|31|161|2|-1.0|1|-1|0|0.0|0|3.0|1|-1|1|1|27.5|1|0|-1|0|0|0|0|4
21903841|M|27|157|1|-1.0|1|-1|0|1.0|0|3.0|3|1|1|1|59.0|3|-1|-1|0|0|0|0|4
14990506|M|29|160|1|-1.0|1|-1|0|0.0|0|3.0|1|0|1|0|25.0|3|-1|-1|0|0|0|0|4
24711713|M|30|157|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|26.0|2|1|0|0|0|1|0|5
19117433|M|24|155|1|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|-1.0|1|1|0|0|0|0|0|5
4935719|M|35|165|3|1.0|1|1|1|0.0|0|5.0|0|0|1|0|26.0|3|1|0|0|0|0|0|1
1755983|M|32|170|3|0.0|1|-1|0|-1.0|0|0.0|0|0|1|0|26.0|0|0|0|0|0|0|0|3
30317936|M|26|162|3|-1.0|1|-1|0|0.0|0|2.0|3|1|1|1|30.0|1|0|1|0|0|1|1|5
26013777|M|28|155|1|0.0|1|-1|0|0.0|0|3.0|1|-1|1|0|23.0|4|0|-1|0|0|0|0|4
17691972|M|33|168|2|0.0|1|-1|0|-1.0|0|5.0|3|0|0|0|26.5|4|0|-1|0|0|0|0|4
22557256|M|33|168|2|1.0|0|0|0|0.0|0|0.0|0|0|0|0|30.0|0|0|0|0|0|0|0|3
13725941|M|33|168|3|0.0|1|0|0|1.0|0|5.0|0|1|0|0|27.5|3|0|0|0|0|0|1|5
25508375|M|27|168|2|0.0|1|-1|0|0.0|0|5.0|0|0|0|0|-1.0|3|-1|1|0|0|0|0|3
27173808|M|26|162|1|-1.0|1|-1|0|0.0|0|5.0|3|0|0|0|24.5|3|0|-1|0|0|0|0|4
15700167|M|38|155|1|-1.0|1|-1|0|0.0|0|5.0|1|-1|0|0|21.5|1|0|0|1|0|0|0|2
58282074|M|40|158|1|0.0|1|-1|0|0.0|1|3.0|3|1|-1|0|27.5|0|0|0|1|1|0|1|2
11602242|M|37|160|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|1|25.0|3|-1|1|0|0|0|0|5
13166674|M|30|170|3|-1.0|0|0|0|0.0|0|2.0|1|0|1|1|-1.0|3|0|0|0|0|0|1|3
39078402|M|29|168|2|0.0|1|0|0|-1.0|0|5.0|0|0|1|0|24.0|3|1|0|0|0|0|1|5
20968260|M|28|165|3|-1.0|1|-1|0|0.0|0|3.0|1|1|1|1|27.5|3|0|0|0|0|0|0|5
3387900|M|31|166|3|1.0|1|1|0|-1.0|0|0.0|0|0|0|0|23.0|0|0|0|0|0|0|0|3
17083661|M|34|167|3|-1.0|1|0|0|0.0|0|5.0|0|0|1|1|-1.0|0|0|0|0|0|0|0|5
4753323|M|35|174|2|0.0|1|1|0|-1.0|0|5.0|1|0|1|0|17.666666666666668|3|1|0|0|0|0|0|5
14260829|M|47|160|2|0.0|0|1|1|1.0|0|3.0|1|0|0|1|29.0|4|0|-1|1|0|0|1|2
4523189|M|35|167|3|0.0|1|-1|0|0.0|1|5.0|3|0|1|1|26.0|3|1|1|0|0|0|0|0
1136831|M|31|168|3|0.0|1|-1|1|-1.0|0|0.0|0|0|0|0|26.0|3|0|1|0|0|0|0|1
3489288|M|35|155|4|0.0|1|0|1|0.0|0|0.0|0|0|0|0|22.0|3|1|0|0|0|0|0|1
3344700|M|32|168|2|-1.0|1|-1|0|0.0|0|0.0|0|0|1|1|26.5|3|1|1|0|0|0|0|5
34920095|M|24|160|1|-1.0|1|-1|0|0.0|0|5.0|1|0|1|0|21.0|1|0|-1|1|0|1|0|4
16220974|M|28|165|3|0.0|1|-1|0|0.0|0|0.0|3|0|1|0|26.0|4|0|-1|0|0|0|0|4
11565519|M|27|160|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|1|23.0|4|0|-1|0|0|0|0|4
1455496|M|32|165|5|0.0|1|-1|0|0.0|0|0.0|1|-1|0|-1|32.5|0|0|0|0|0|0|0|3
1310353|M|39|155|3|1.0|1|1|1|0.0|0|5.0|1|1|0|0|24.0|3|-1|-1|1|0|0|1|1
111231333|M|19|162|1|0.0|1|0|0|0.0|0|5.0|3|1|0|0|26.5|3|1|0|0|0|0|0|5
20267532|M|32|162|1|-1.0|0|-1|0|0.0|1|5.0|1|0|1|0|27.5|4|0|-1|1|1|1|0|2
1099804|M|30|157|1|1.0|0|0|0|1.0|1|0.0|-5|-4|0|1|50.0|0|0|0|1|1|0|0|2
14171498|M|31|160|2|-1.0|1|-1|0|1.0|0|3.0|1|1|0|1|27.5|0|0|0|0|0|1|0|5
25722155|M|25|160|2|-1.0|1|-1|0|0.0|0|3.0|3|0|1|1|23.0|3|1|0|0|0|0|0|5
1483250|M|49|170|5|1.0|1|-1|1|0.0|0|0.0|0|0|0|1|34.0|4|0|-1|1|1|0|0|2
1441862|M|32|162|3|-1.0|1|-1|0||0|0.0|0|0|0|0|26.5|4|0|1|0|0|0|0|3
13157946|M|34|152|1|-1.0|1|-1|0|0.0|0|3.0|3|0|1|1|22.5|1|0|-1|0|0|0|0|4
11767634|M|35|160|1|-1.0|1|1|1|0.0|0|2.0|1|0|1|-1|24.0|3|1|1|0|0|0|0|1
15164660|M|31|155|3|0.0|1|-1|0|0.0|0|0.0|3|1|1|0|-1.0|0|0|0|0|0|0|1|5
1153226|M|31|161|5|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|24.5|0|0|0|0|0|0|0|3
5347912|M|32|162|2|-1.0|1|-1|0|1.0|0|0.0|-1|1|0|0|-1.0|3|0|0|0|0|0|0|3
28808779|M|27|170|2|-1.0|1|-1|0|-1.0|0|5.0|3|-1|1|0|25.0|1|0|1|0|0|0|0|5
28995338|M|26|158|1|-1.0|0|-1|0|0.0|0|5.0|1|1|1|1|25.0|3|0|-1|0|0|0|1|4
