id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1|cluster
2483129|M|38|157|2|0.0|1|-1|0|0.0|0|5.0|1|-1|0|0|22.5|0|0|0|0|0|0|0|5
7568533|M|31|160|3|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|29.0|0|0|0|0|0|0|0|3
2225853|M|31|160|2|0.0|1|1|0|-1.0|0|2.0|3|1|1|1|23.5|2|1|0|0|0|0|0|5
3325078|M|26|163|3|0.0|1|-1|0|2.0|0|3.0|1|1|1|-1|27.5|2|1|0|0|0|1|0|5
32621657|M|24|165|2|0.0|1|-1|0|0.0|0|3.0|1|0|1|0|-1.0|0|0|0|0|0|1|1|5
5272428|M|34|170|2|0.0|1|-1|0|0.0|0|3.0|1|0|0|0|30.0|0|0|0|0|0|0|0|5
15008193|M|31|168|3|0.0|1|-1|0|0.0|0|2.0|3|-1|1|0|27.5|0|0|0|0|0|0|1|5
29023364|M|31|160|1|-1.0|0|-1|0|-1.0|0|5.0|1|-1|0|0|44.0|1|1|1|0|0|0|0|5
11897646|M|27|160|2|0.0|0|-1|0|0.0|0|0.0|1|0|1|0|22.5|3|0|-1|0|0|0|0|4
20652473|M|30|164|2|0.0|1|-1|0|0.0|0|5.0|1|1|1|0|27.0|4|0|-1|0|0|1|0|4
11191004|M|31|183|2|-1.0|1|-1|0|0.0|0|5.0|3|-1|1|0|22.666666666666668|2|-1|1|0|0|1|1|5
14520917|M|32|170|5|1.0|0|-1|0|-1.0|0|3.0|3|0|1|0|28.0|0|0|0|0|0|0|0|5
17993202|M|32|162|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|27.5|2|1|1|0|0|1|0|5
15469241|M|32|166|3|1.0|1|-1|1|-1.0|0|5.0|-5|-1|0|0|-1.0|4|0|-1|0|0|1|1|1
20646840|M|29|164|2|-1.0|1|-1|1|1.0|0|5.0|-4|-1|-1|-1|-1.0|3|-1|-1|0|0|0|0|3
17349512|M|40|160|2|0.0|1|0|0|1.0|0|3.0|1|1|-1|1|-1.0|1|1|0|1|0|0|0|2
19432105|M|32|166|3|0.0|1|-1|0|-1.0|0|2.0|1|1|1|0|25.0|3|1|0|0|0|1|0|5
5052969|M|44|162|3|-1.0|0|0|0|-1.0|0|5.0|1|0|0|0|27.0|4|0|-1|1|0|0|1|2
9559998|M|36|167|3|0.0|1|0|1|-1.0|0|5.0|1|0|0|-1|22.5|3|1|1|1|0|0|0|1
37803057|M|33|160|2|-1.0|1|-1|0|0.0|0|3.0|-1|1|1|1|27.0|0|0|0|1|0|0|0|5
42152906|M|23|165|3|-1.0|1|0|0|0.0|0|3.0|3|1|-1|-1|52.0|3|1|1|0|0|0|0|5
2199657|M|33|172|2|1.0|1|-1|0|-1.0|0|0.0|0|0|1|0|26.0|3|-1|1|0|0|1|1|5
1142940|M|32|156|3|0.0|0|-1|0|0.0|0|0.0|0|0|0|0|-1.0|4|0|1|0|0|0|0|3
28163524|M|25|158|2|0.0|0|-1|0|1.0|0|3.0|3|1|0|1|-1.0|1|-1|-1|0|0|0|1|4
20641802|M|31|155|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|3|0|0|0|0|0|0|5
21305513|M|25|150|2|-1.0|1|-1|0|-1.0|0|5.0|3|0|1|1|20.0|1|0|-1|0|0|0|0|4
14955577|M|33|160|2|-1.0|1|0|0|0.0|0|0.0|1|0|0|0|21.5|4|0|-1|0|0|0|0|3
12798251|M|34|166|2|1.0|1|-1|0|-1.0|0|3.0|0|0|0|0|24.5|0|0|0|0|0|0|1|5
74871873|M|27|157|2|0.0|1|-1|0|-1.0|0|5.0|1|1|0|0|28.0|4|0|-1|0|0|1|1|4
26796147|M|29|158|3|-1.0|0|1|0|0.0|0|3.0|3|1|0|-1|24.0|0|0|0|0|0|0|0|3
88070128|M|36|160|2|0.0|1|-1|1|0.0|0|3.0|3|0|1|0|25.0|3|0|0|1|0|1|0|1
12936306|M|34|165|3|2.0|0|1|1|0.0|0|5.0|3|1|1|0|-1.0|4|0|-1|0|0|0|1|1
13909329|M|30|173|2|0.0|1|-1|0|0.0|1|3.0|1|1|1|0|27.5|0|0|0|0|0|0|0|0
24953544|M|30|160|3|0.0|1|0|0|0.0|0|5.0|1|-1|0|-1|-1.0|3|-1|-1|0|0|0|1|4
3542991|M|35|160|2|1.0|1|-1|1|0.0|0|3.0|1|1|1|0|23.5|4|0|-1|0|0|0|0|1
20445567|M|24|172|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|0|32.5|3|0|0|0|0|0|0|5
28388435|M|31|165|2|1.0|1|-1|0|0.0|0|3.0|1|1|0|0|27.5|0|0|0|1|1|1|0|2
3229417|M|43|162|2|-1.0|1|0|0|0.0|0|5.0|3|-1|1|0|27.0|1|-1|-1|0|0|0|1|4
28010476|M|26|160|1|-1.0|1|-1|0|0.0|0|3.0|3|0|1|1|25.0|1|0|1|0|0|1|0|5
5208375|M|31|172|2|-1.0|1|1|0|-1.0|0|5.0|1|0|1|0|23.5|3|-1|1|0|0|0|0|5
2340367|M|25|162|2|0.0|1|-1|0|1.0|0|5.0|1|0|1|1|-1.0|3|-1|-1|0|0|1|1|4
14762912|M|32|166|3|-1.0|1|-1|0|0.0|0|5.0|3|0|1|0|26.0|0|0|0|0|0|1|0|5
13416704|M|32|170|3|2.0|1|1|1|-1.0|0|5.0|3|1|0|0|27.0|0|0|0|0|0|1|1|1
33581442|M|27|163|2|-1.0|1|-1|0|0.0|1|3.0|1|1|1|1|25.0|1|1|1|0|0|0|0|0
16115678|M|38|155|1|0.0|1|-1|0|0.0|0|3.0|1|1|-1|0|24.0|4|0|-1|0|0|0|0|4
1395003|M|29|163|3|0.0|1|-1|0|0.0|0|5.0|3|0|0|0|25.0|4|0|-1|0|0|0|0|4
19231880|M|31|162|3|0.0|1|-1|1|1.0|0|5.0|3|1|1|0|25.5|3|-1|-1|0|0|0|0|1
54533753|M|21|159|1|0.0|0|0|0|0.0|0|0.0|3|1|0|0|-1.0|3|1|0|0|0|0|0|3
1314001|M|31|167|3|0.0|1|1|0|0.0|0|5.0|3|1|1|0|27.5|0|0|0|0|0|0|0|5
3274901|M|28|169|1|0.0|1|-1|0|0.0|0|3.0|-1|0|1|0|28.0|0|0|0|0|0|0|0|5
62073803|M|27|166|3|0.0|1|-1|0|0.0|0|2.0|1|1|1|1|-1.0|3|1|0|0|0|0|0|5
5087381|M|30|158|2|-1.0|0|-1|0|1.0|0|5.0|1|0|1|0|23.0|4|0|-1|0|0|0|0|4
3546249|M|28|160|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|22.5|1|0|0|0|0|0|0|5
4087668|M|31|160|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
5338627|M|40|155|3|-1.0|0|-1|0|0.0|0|3.0|3|1|-1|0|50.0|1|-1|-1|0|0|0|0|4
32779012|M|27|160|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|2|1|0|0|0|0|0|3
5132143|M|32|168|5|0.0|1|-1|0|-1.0|1|5.0|3|-1|1|-1|29.0|4|0|-1|0|0|0|0|0
16345589|M|30|160|3|-1.0|1|0|0|0.0|0|5.0|3|1|1|0|25.0|1|0|0|0|0|0|1|5
2021627|M|30|165|3|0.0|1|0|0|0.0|0|0.0|0|0|0|0|28.5|3|-1|-1|0|0|0|0|3
22569821|M|28|163|1|0.0|1|-1|0|1.0|0|5.0|3|0|1|1|-1.0|1|0|1|0|0|1|1|5
13815130|M|27|160|2|-1.0|1|-1|0|0.0|0|3.0|1|-1|0|0|25.0|3|0|1|0|0|0|0|3
20088632|M|32|162|1|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|26.5|3|1|0|0|0|1|0|5
12741539|M|29|165|1|0.0|0|0|0|0.0|0|0.0|1|0|0|0|23.0|3|0|0|0|0|0|0|3
21636948|M|29|160|3|0.0|1|0|0|-1.0|0|5.0|3|1|0|0|22.5|1|1|1|0|0|1|0|5
16025495|M|28|150|1|-1.0|1|-1|0|0.0|0|5.0|3|1|0|0|19.0|3|-1|-1|0|0|0|0|4
19708866|M|25|160|3|0.0|1|-1|0|0.0|0|3.0|3|1|1|-1|22.5|0|0|0|0|0|0|0|5
5010635|M|26|174|2|-1.0|1|-1|0|0.0|0|5.0|0|0|0|0|20.0|3|1|1|0|0|0|0|5
13625898|M|31|160|3|-1.0|1|0|0|-1.0|0|5.0|0|0|0|0|22.5|3|0|0|0|0|1|0|5
20740679|M|30|161|2|-1.0|1|0|0|0.0|0|3.0|1|1|1|1|25.0|3|-1|-1|0|0|0|1|4
15473696|M|48|154|2|-1.0|1|0|1|0.0|0|5.0|0|0|0|1|25.0|0|0|0|1|1|0|0|2
4043559|M|30|163|2|0.0|1|-1|0|-1.0|0|5.0|1|1|1|1|23.0|2|1|0|0|0|1|1|5
14532234|M|36|158|1|-1.0|1|-1|1|0.0|0|5.0|1|-1|1|0|24.0|2|0|0|0|0|0|0|1
2002702|M|32|168|3|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|26.0|3|1|0|0|0|0|0|3
11903069|M|30|160|3|0.0|1|1|0|0.0|0|2.0|3|1|1|-1|23.5|0|0|0|0|0|1|0|5
71124464|M|26|165|2|0.0|1|1|0|-1.0|0|2.0|-1|-1|1|-1|23.0|0|0|0|0|0|0|0|3
17543398|M|31|160|2|0.0|1|0|0|0.0|0|0.0|0|0|0|0|23.0|1|0|-1|0|0|0|0|3
19510965|M|33|160|2|0.0|1|-1|0|-1.0|0|3.0|1|0|1|1|24.0|3|0|-1|0|0|0|0|4
13499254|M|26|155|2|-1.0|1|0|0|0.0|0|5.0|3|1|0|1|22.0|3|0|0|0|0|0|1|4
16383960|M|46|165|3|-1.0|0|0|1|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|1|0|0|0|3
2044206|M|35|156|2|-1.0|1|-1|1|-1.0|0|5.0|1|1|0|0|21.0|1|0|0|0|0|0|0|1
33024583|M|27|168|2|-1.0|0|-1|0|0.0|0|2.0|1|1|1|1|-1.0|2|0|1|0|0|0|0|3
3023871|M|29|165|2|-1.0|1|-1|0|0.0|0|3.0|1|1|1|1|22.5|1|0|-1|0|0|0|0|4
60357018|M|23|166|2|0.0|1|0|0|-1.0|0|5.0|1|1|1|-1|28.0|0|0|0|0|0|0|0|5
1307514|M|35|162|2|0.0|1|-1|0||0|0.0|0|0|0|0|24.0|3|0|0|0|0|0|0|3
16515237|M|26|158|1|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|4|0|-1|0|0|1|0|3
13814557|M|39|167|3|0.0|1|0|0|-1.0|0|5.0|1|1|1|0|24.5|0|0|0|0|0|1|1|5
4090408|M|30|152|3|-1.0|1|-1|0|-1.0|0|5.0|3|0|1|0|21.0|1|-1|-1|0|0|0|0|4
5134025|M|36|159|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|23.5|3|0|0|1|0|0|0|3
11657214|M|30|162|3|1.0|1|1|1|1.0|0|5.0|3|0|1|0|31.0|0|0|0|0|0|0|0|1
45971125|M|21|160|1|0.0|1|-1|0|0.0|0|5.0|3|1|0|0|22.5|3|0|-1|0|0|0|0|4
36304900|M|26|167|2|-1.0|1|-1|0|0.0|0|5.0|0|-1|1|0|27.5|2|0|1|1|0|0|0|5
3743880|M|29|165|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|26.0|0|0|0|0|0|0|0|5
32927979|M|27|162|3|1.0|1|-1|0|0.0|0|3.0|3|1|1|-1|26.0|3|1|0|0|0|0|0|5
2648381|M|36|160|3|-1.0|1|-1|0|0.0|0|3.0|3|1|1|0|24.5|3|1|1|0|0|0|0|5
16792646|M|36|166|2|0.0|1|-1|0|0.0|0|3.0|0|0|0|0|27.5|4|0|-1|0|0|1|0|4
32238521|M|24|166|2|0.0|0|-1|0|1.0|0|5.0|3|1|1|1|-1.0|0|0|0|0|0|0|0|5
4049444|M|28|161|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|25.0|3|0|0|0|0|0|1|3
2569510|M|32|168|2|0.0|1|-1|0|0.0|0|3.0|0|1|0|-1|27.5|1|0|1|1|0|1|1|5
12506576|M|32|165|3|-1.0|0|-1|1|0.0|0|5.0|1|1|1|0|26.0|2|1|1|0|0|1|1|1
26882381|M|27|174|3|0.0|1|-1|0|0.0|0|3.0|3|-1|1|0|-1.0|2|1|1|0|0|0|0|5
19822539|M|26|160|2|-1.0|1|-1|0|0.0|0|5.0|3|0|0|0|-1.0|1|0|0|0|0|0|0|5
3164893|M|25|177|2|-1.0|1|-1|0|-1.0|1|5.0|1|1|1|0|21.666666666666668|0|0|0|0|0|0|0|0
11748463|M|29|162|3|-1.0|0|0|0|-1.0|0|5.0|1|1|1|0|23.5|1|-1|-1|0|0|0|0|4
11396946|M|31|167|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|26.0|3|0|0|0|0|0|0|5
19255726|M|31|163|2|-1.0|1|-1|0|0.0|0|5.0|1|1|1|0|26.5|0|0|0|0|0|0|0|5
7937599|M|49|156|2|0.0|1|-1|1|1.0|0|3.0|1|1|-1|0|26.5|4|0|-1|1|1|0|0|2
18959140|M|31|168|2|-1.0|1|-1|0|-1.0|0|0.0|3|1|1|0|27.5|3|-1|1|0|0|0|0|5
2782533|M|36|160|3|0.0|1|-1|0|0.0|0|3.0|1|0|0|0|25.0|0|0|0|0|0|1|0|5
29321745|M|32|160|1|0.0|1|0|0|0.0|0|0.0|1|-1|1|0|23.0|3|1|0|0|0|0|1|3
2171496|M|33|164|5|0.0|1|-1|0|-1.0|0|5.0|3|0|-1|-1|23.5|3|1|0|0|0|0|0|5
18271417|M|28|158|1|0.0|1|-1|0|0.0|0|3.0|1|0|1|1|25.5|3|1|0|0|0|0|0|5
5314540|M|31|160|2|0.0|1|-1|0|0.0|1|5.0|1|0|1|1|26.0|3|1|0|0|0|0|0|0
17720945|M|37|160|3|0.0|1|-1|0|-1.0|0|3.0|3|1|1|1|24.0|3|0|0|1|0|0|0|4
3018332|M|34|165|2|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|27.0|0|0|0|0|0|0|0|5
48309473|M|27|160|2|-1.0|1|0|0|0.0|0|5.0|1|1|1|1|23.5|1|0|-1|0|0|0|0|4
1560889|M|36|166|2|0.0|1|-1|0|0.0|0|5.0|1|1|1|1|25.0|0|0|0|0|0|0|0|5
5192910|M|31|165|3|0.0|1|-1|0|0.0|0|3.0|3|0|1|-1|27.0|0|0|0|0|0|1|1|5
2476155|M|27|163|3|0.0|1|-1|0|1.0|0|5.0|3|0|1|0|26.5|0|0|0|0|0|0|0|5
20262414|M|29|170|2|0.0|1|-1|0|0.0|0|3.0|1|-1|1|1|25.5|2|1|0|0|0|1|1|5
12257783|M|32|162|2|0.0|1|-1|0|-1.0|0|2.0|1|1|1|0|23.0|3|1|0|0|0|0|1|5
12298797|M|28|165|1|0.0|1|-1|0|0.0|0|3.0|3|0|0|1|25.0|1|0|1|0|0|0|0|5
89979751|M|23|158|3|0.0|1|0|0|0.0|0|5.0|3|1|1|0|24.5|3|1|0|0|0|0|1|5
42780732|M|24|165|3|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|2|1|0|0|0|0|0|3
35853343|M|26|170|3|0.0|1|0|0|-1.0|0|0.0|1|0|1|-1|26.0|2|1|0|0|0|0|0|3
13183625|M|27|160|2|-1.0|1|0|0|0.0|0|0.0|0|1|0|1|-1.0|3|1|0|0|0|0|0|3
17158604|M|29|160|3|0.0|1|0|0|0.0|0|5.0|1|0|1|1|23.5|3|0|0|0|0|1|0|4
21886432|M|29|168|3|0.0|0|1|0|-1.0|0|5.0|3|-1|1|0|23.5|0|0|0|0|0|1|1|1
14520233|M|44|162|2|-1.0|0|-1|0|0.0|1|5.0|3|1|0|1|26.0|4|0|-1|1|0|0|1|0
84183634|M|26|160|5|1.0|1|-1|0|0.0|0|3.0|3|0|0|0|22.0|0|0|0|0|0|0|0|5
31943651|M|27|156|1|0.0|1|-1|0|0.0|1|5.0|3|0|1|1|26.0|4|0|-1|0|0|0|0|0
10280175|M|33|158|2|0.0|1|-1|0|0.0|0|5.0|3|1|0|0|27.0|0|0|0|0|0|0|0|5
3486129|M|31|160|3|0.0|1|-1|0|0.0|0|3.0|3|0|1|1|27.5|0|0|0|0|0|0|0|5
31667683|M|25|175|3|-1.0|1|0|0|-1.0|0|5.0|3|-1|1|0|19.333333333333332|3|0|0|0|0|0|1|5
25841153|M|29|163|1|-1.0|0|-1|0|0.0|0|5.0|3|1|1|0|22.5|3|-1|1|0|0|1|0|5
15223053|M|34|150|2|0.0|1|-1|1|1.0|1|3.0|1|0|1|0|22.5|1|0|-1|0|0|1|1|0
4415019|M|32|155|2|0.0|1|-1|0|-1.0|0|2.0|3|1|0|0|21.0|4|0|-1|0|0|0|0|4
1819554|M|34|158|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|22.5|3|0|-1|0|0|0|0|3
12726016|M|33|165|3|-1.0|1|-1|0|0.0|0|2.0|3|1|1|0|29.5|3|1|0|0|0|0|0|5
26899904|M|29|158|3|0.0|0|0|0|0.0|0|5.0|0|0|0|0|-1.0|0|0|0|0|0|0|1|3
33633625|M|28|163|3|-1.0|1|1|1|0.0|0|3.0|1|1|1|0|23.0|3|1|1|0|0|0|0|1
34078539|M|27|161|3|0.0|1|-1|0|-1.0|0|5.0|1|0|1|0|22.5|3|1|1|0|0|1|0|5
29645787|M|26|160|2|0.0|1|-1|0|1.0|0|5.0|1|0|0|0|23.0|1|0|0|0|0|0|0|5
1863899|M|32|161|5|-1.0|1|-1|0|-1.0|0|5.0|3|-1|1|1|22.5|0|0|0|0|0|0|0|5
28975602|M|26|165|2|0.0|0|1|1|1.0|1|2.0|-1|-1|1|0|-1.0|2|-1|1|0|0|0|1|1
2596981|M|31|163|3|1.0|0|-1|0|0.0|1|5.0|-1|0|1|0|24.5|3|0|0|0|0|1|0|0
14124724|M|32|163|3|-1.0|1|0|0|0.0|0|5.0|0|-1|1|1|22.5|3|0|0|0|0|0|1|4
1156789|M|32|160|3|0.0|1|-1|0|1.0|0|5.0|3|1|1|0|28.0|3|0|0|0|0|0|0|5
3263917|M|31|160|3|-1.0|1|-1|0|0.0|0|5.0|1|1|1|0|25.0|3|0|0|0|0|1|0|5
32100489|M|26|155|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|1|-1|-1|0|0|0|0|4
17594656|M|36|150|2|-1.0|1|-1|1|1.0|0|5.0|1|-1|0|1|24.5|3|0|0|0|0|1|0|1
29620291|M|24|166|3|0.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|1|1|0|0|0|0|3
2492157|M|30|168|3|0.0|1|-1|0|0.0|0|2.0|1|1|1|0|28.0|0|0|0|0|0|0|0|5
21992567|M|27|155|2|-1.0|1|-1|0|0.0|0|3.0|1|-1|1|1|21.5|1|0|-1|0|0|0|0|4
4103589|M|27|163|3|-1.0|1|-1|0|0.0|0|3.0|1|0|0|1|25.0|4|0|-1|0|0|0|0|4
18314298|M|39|170|1|-1.0|1|-1|0|0.0|1|5.0|3|-1|0|1|35.0|1|1|1|1|1|1|1|2
18482043|M|31|160|1|-1.0|1|0|1|0.0|1|3.0|1|-1|1|1|23.5|2|1|0|0|0|0|0|0
1789442|M|33|155|3|0.0|1|-1|0|0.0|0|3.0|1|1|1|1|21.5|3|-1|1|0|0|0|0|5
5076047|M|34|156|2|0.0|1|-1|0|0.0|0|0.0|3|0|0|0|22.5|1|0|-1|1|1|0|0|2
72192741|M|40|168|1|0.0|1|0|0|-1.0|0|5.0|-1|1|0|0|27.5|1|1|1|1|1|1|1|2
13013658|M|30|163|2|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|29.0|1|1|0|0|0|1|0|5
5436435|M|32|158|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|25.0|3|1|0|0|0|0|0|5
4070488|M|30|167|4|0.0|1|-1|0|-1.0|0|5.0|3|0|1|0|23.5|4|0|-1|0|0|0|0|4
23238124|M|25|170|2|0.0|1|-1|0|1.0|0|3.0|1|1|1|0|-1.0|0|0|0|0|0|0|0|5
3678176|M|36|165|1|0.0|1|-1|1|1.0|0|5.0|3|1|1|-1|27.5|3|1|1|0|0|0|1|1
14318880|M|29|161|2|0.0|1|0|1|-1.0|0|5.0|0|0|0|0|22.5|4|0|-1|0|0|1|0|1
76410554|M|25|162|2|0.0|1|-1|0|0.0|0|3.0|3|1|1|1|26.0|2|0|0|0|0|1|0|5
11857417|M|31|152|5|-1.0|1|0|0|0.0|0|3.0|1|0|1|0|22.5|0|0|0|0|0|0|0|5
16298413|M|29|164|1|0.0|0|-1|0|0.0|0|0.0|1|0|0|0|-1.0|1|0|0|1|1|0|0|2
3840042|M|32|165|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|30.0|0|0|0|0|0|0|0|5
11916338|M|36|155|1|-1.0|1|-1|0|0.0|0|3.0|3|0|0|0|25.0|3|1|0|0|0|1|0|5
32259489|M|25|168|3|-1.0|1|-1|0|1.0|0|2.0|3|0|0|0|-1.0|1|0|1|0|0|0|0|5
80680396|M|34|160|1|0.0|1|-1|1|1.0|0|2.0|1|1|0|0|26.5|2|0|1|1|1|0|1|2
1140273|M|31|162|2|-1.0|0|-1|0|0.0|0|0.0|0|0|0|0|25.0|3|-1|-1|0|0|0|0|3
11744005|M|28|165|2|-1.0|1|-1|0|1.0|0|3.0|1|-1|1|-1|30.0|2|0|1|0|0|0|0|5
15964102|M|56|160|2|0.0|1|-1|1|0.0|0|5.0|1|0|-1|0|32.5|1|1|1|1|1|1|1|2
3529712|M|28|172|2|0.0|1|-1|0|-1.0|1|2.0|3|0|0|0|29.5|0|0|0|0|0|0|0|0
48057172|M|28|156|2|-1.0|0|-1|0|0.0|0|5.0|3|0|1|0|22.5|1|0|-1|0|0|0|0|4
1710795|M|36|162|2|0.0|1|0|0|0.0|0|2.0|0|0|0|0|25.0|1|0|-1|0|0|0|1|3
4229613|M|39|164|2|-1.0|1|-1|0|0.0|0|5.0|0|0|1|0|30.0|1|1|0|1|0|0|0|5
1432857|M|29|172|2|-1.0|0|1|1|0.0|0|0.0|0|0|1|0|26.0|3|1|0|0|0|0|0|1
4913903|M|30|160|2|0.0|1|-1|0|1.0|0|5.0|3|0|1|0|24.0|4|0|-1|0|0|0|0|4
3044855|M|32|158|3|-1.0|0|-1|0|1.0|0|0.0|3|1|1|0|50.0|4|0|-1|0|0|0|0|4
3632586|M|33|166|3|0.0|1|-1|0|0.0|0|5.0|1|1|0|0|24.5|0|0|0|0|0|1|0|5
3683094|M|32|158|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|25.0|3|1|0|0|0|0|0|3
2332526|M|28|162|3|-1.0|1|0|0|0.0|0|5.0|0|0|0|0|26.0|3|-1|-1|0|0|0|0|4
7353776|M|31|158|3|0.0|1|-1|0|-1.0|0|3.0|1|1|1|1|22.5|3|0|0|0|0|0|0|4
22543124|M|28|168|1|-1.0|1|0|0|0.0|0|5.0|0|0|1|1|-1.0|1|1|1|0|0|1|1|5
16404193|M|29|158|3|0.0|1|1|1|1.0|0|5.0|1|0|0|0|25.5|1|0|0|0|0|0|0|1
2853909|M|40|161|3|0.0|1|-1|1|-1.0|1|5.0|3|0|-1|0|25.5|3|-1|1|1|1|0|0|2
1940368|M|27|160|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|23.5|1|1|0|0|0|0|0|3
17461777|M|28|160|2|0.0|0|-1|0|0.0|0|3.0|1|-1|1|0|-1.0|0|0|0|0|0|0|0|3
18457858|M|51|164|3|0.0|1|1|1|0.0|1|5.0|1|1|1|-1|30.0|3|0|1|1|1|1|0|2
18772336|M|32|160|2|0.0|1|-1|0|0.0|0|5.0|0|1|1|-1|23.5|1|0|0|0|0|1|0|5
18217908|M|32|162|2|-1.0|0|-1|0|-1.0|0|5.0|3|1|0|0|24.0|0|0|0|1|0|0|0|5
12197718|M|32|158|3|0.0|1|-1|0|0.0|0|2.0|3|1|1|-1|23.5|0|0|0|0|0|0|1|5
2974925|M|27|152|2|0.0|1|-1|0|-1.0|0|3.0|1|0|1|1|20.0|4|0|-1|0|0|0|0|4
28759334|M|27|160|1|-1.0|1|-1|0|-1.0|0|5.0|1|-1|0|1|25.5|3|-1|1|0|0|0|0|4
14210248|M|44|164|5|1.0|1|1|0|0.0|0|5.0|3|1|0|-1|30.0|0|0|0|1|1|0|0|2
28112065|M|27|175|1|-1.0|1|-1|0|1.0|0|5.0|0|1|1|0|-1.0|1|1|1|0|0|1|1|5
11594180|M|33|165|3|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|0|23.0|3|1|0|0|0|0|0|5
1247131|M|40|163|2|0.0|1|-1|0|-1.0|0|5.0|3|1|-1|-1|26.0|0|0|0|1|1|1|1|2
5153808|M|32|168|2|0.0|1|-1|1|0.0|0|3.0|1|1|1|-1|28.0|1|1|0|0|0|0|0|1
48605918|M|31|160|1|0.0|1|0|0|0.0|0|3.0|3|1|0|-1|-1.0|3|1|1|0|0|0|0|5
11827209|M|32|156|2|-1.0|1|0|0|-1.0|0|5.0|0|0|1|1|20.0|1|1|0|0|0|0|0|5
14470150|M|33|165|3|0.0|1|1|0|0.0|0|5.0|3|1|1|0|26.0|0|0|0|0|0|1|1|5
5098508|M|33|158|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|24.5|0|0|0|0|0|0|0|5
66225748|M|25|156|2|0.0|1|-1|0|0.0|0|3.0|3|1|1|0|-1.0|2|1|0|0|0|1|0|5
5115728|M|32|160|2|0.0|1|-1|0|1.0|0|5.0|1|1|1|0|26.0|0|0|0|0|0|1|1|5
2695192|M|29|161|2|0.0|1|-1|0|0.0|0|0.0|1|0|0|0|24.0|0|0|0|0|0|0|0|3
2033355|M|29|156|3|0.0|1|-1|0|0.0|0|5.0|3|0|1|1|22.0|4|0|-1|0|0|0|1|4
4379673|M|31|168|2|-1.0|1|-1|0|-1.0|0|5.0|1|-1|1|1|28.5|3|0|0|0|0|0|0|5
26229179|M|26|160|3|0.0|0|1|1|0.0|0|0.0|1|-1|1|-1|-1.0|1|-1|-1|0|0|0|0|1
5037911|M|40|150|2|0.0|1|-1|0|0.0|1|2.0|1|1|0|0|24.0|1|1|0|0|0|1|1|0
39440996|M|28|168|3|0.0|0|-1|0|-1.0|0|5.0|1|0|1|0|24.5|1|0|1|0|0|0|0|5
4536752|M|27|166|2|-1.0|1|0|0|0.0|0|3.0|-1|1|-1|-1|27.5|0|0|0|0|0|0|0|3
16401152|M|34|155|1|0.0|1|-1|0|-1.0|0|5.0|1|1|1|1|20.0|0|0|0|0|0|0|0|5
3859646|M|30|160|3|0.0|1|-1|0|1.0|0|2.0|3|1|1|0|26.0|3|0|0|0|0|0|0|5
3555037|M|32|168|3|-1.0|1|-1|0|1.0|0|5.0|3|1|1|0|34.5|2|1|0|0|0|1|1|5
4673657|M|33|160|2|0.0|1|-1|0|-1.0|0|3.0|3|-1|1|0|21.0|3|1|1|0|0|0|0|5
3230599|M|29|172|2|-1.0|1|-1|0|0.0|0|5.0|1|0|1|0|-1.0|1|1|0|0|0|1|1|5
15397098|M|33|156|1|-1.0|1|-1|0|-1.0|1|5.0|3|1|0|-1|-1.0|3|0|0|1|0|1|1|0
1435087|M|28|155|2|-1.0|1|-1|0|0.0|0|5.0|1|1|0|0|22.5|4|0|-1|0|0|1|0|4
2349366|M|34|157|5|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|25.5|2|1|0|0|0|0|0|3
